ticker,name,div_yld,eps,pe,1y_est,52wk_low,52wk_high,avg_vol,beta,mktcap,px,div,ev,trail_pe,fwd_pe,peg,px2sales,px2book,ev2rev,ev2ebitda,ebitda_b,ni_b,q_earnings_gr,q_rev_gr,roa,roe,rev_b,_5y_div_yld,bv_per_sh,cash_b,cash_per_sh,curr_ratio,debt_b,debt_to_eq,fcf_b,fwd_div,fwd_div_yld,gross_profit_b,insiders,institution,op_cf_b,oper_margin,payout_ratio,profit_margin,rev_sh,sh_float,sh_short,shares_out,short_ratio,short_to_float,short_to_out,address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,sector,audit,board,sh_holdr_rgts,comp,env_risk,esg_score,gov_risk,social_risk,dt_add,founded,hq,name_y,sector_y,sub_industry,perf_1y
CDNS,"Cadence Design Systems, Inc. ",,3.86,37.33,128.33,51.39,144.05,1504582,1.06,40.158,143.97,,37.27B,35.27,47.85,3.68,15.05,15.81,14.77,52.58,0.71866,1.08,59.20%,15.00%,10.66%,55.55%,2.52,,8.59,1.31,4.68,1.55,0.69658,29.08,0.72397,,,2.07,1.32%,88.72%,0.9287,23.00%,0.00%,42.68%,9.22,274.8M,2.86M,278.93M,1.91,1.19%,1.03%,"2655 Seely Avenue,Building 5,San Jose, CA 95134,United States",8100,1959,Mr. Lip-Bu  Tan,1.87,CEO & Director,1970,Mr. Anirudh  Devgan,1.42,Pres,1971,Mr. John M. Wall,0.87508,Sr. VP & CFO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 3; Compensation: 7.,Software—Application,Technology,1,6,3,7,1,17,5,10,9/18/2017,1988,"San Jose, California",Cadence Design Systems,Information Technology,Application Software,85.39%
CPB,Campbell Soup Company ,3.15,5.82,8.06,51.19,40.7,57.54,2325025,0.58,14.229,46.97,1.48,19.75B,19.71,16.16,1.06,1.63,5.2,2.23,12.51,1.68,0.732,86.10%,7.20%,6.66%,36.40%,8.85,2.93,9.14,0.722,2.38,0.85,6.32,227.8,1.04,1.48,3.15%,3.01,35.54%,53.76%,1.51,15.37%,58.09%,20.02%,29.27,193.21M,19.3M,302.94M,6.69,9.87%,6.37%,"1 Campbell Place,Camden, NJ 08103-1799,United States",14500,1968,Mr. Mark A. Clouse,4.88,"Pres, CEO & Director",1976,Mr. Mick J. Beekhuizen,2.39,Exec. VP & CFO,1969,Mr. Adam G. Ciongoli,2.11,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 9; Compensation: 3.,Packaged Foods,Consumer Defensive,1,2,9,3,9,22,5,8,3/4/1957,1869,"Camden, New Jersey",Campbell Soup,Consumer Staples,Packaged Foods & Meats,-3.01%
COF,Capital One Financial Corporation ,1.37,5.18,22.6,127.94,38,118.43,3203153,1.71,53.776,117.16,1.6,,22.66,9.89,0.49,1.89,0.9,,,,2.38,118.20%,26.10%,0.67%,4.60%,18.26,1.9,120.6,40.51,88.25,,40.54,,,1.6,1.37%,18.26,0.89%,92.27%,,17.87%,19.27%,14.86%,39.88,454.55M,3.93M,459M,1.07,0.86%,0.86%,"1680 Capital One Drive,McLean, VA 22102,United States",52000,1951,Mr. Richard D. Fairbank,3.15,"Founder, Chairman, CEO & Pres",1968,Mr. Richard Scott Blackley,2.77,Chief Financial Officer,1957,Mr. Sanjiv  Yajnik,2.92,Pres of Financial Services,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 6; Compensation: 10.,Credit Services,Financial Services,1,6,6,10,0,23,10,13,7/1/1998,1935,"Tysons Corner, Virginia",Capital One Financial,Financials,Consumer Finance,14.29%
CAH,"Cardinal Health, Inc. ",,4.7,11.14,63.06,39.05,60.69,2055274,1.04,15.391,52.41,,18.53B,11.38,9.08,3.75,0.1,7.88,0.12,8.78,2.75,1.38,185.90%,4.50%,2.76%,93.05%,156.45,3.18,6.7,3.74,12.73,1.17,6.73,340.91,1.45,,,6.87,0.18%,87.74%,3.4,1.21%,41.69%,0.88%,534.88,293.09M,4.04M,293.67M,2.29,1.57%,1.37%,"7000 Cardinal Place,Dublin, OH 43017,United States",48000,1963,Mr. Michael C. Kaufmann,3.98,CEO & Director,1973,Mr. Jason M. Hollar,2.04,Chief Financial Officer,1969,Ms. Jessica L. Mayer,1.12,Chief Legal & Compliance Officer,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 2; Compensation: 9.,Medical Distribution,Healthcare,1,2,2,9,3,13,4,5,5/27/1997,1971,"Dublin, Ohio",Cardinal Health Inc.,Health Care,Health Care Distributors,-12.12%
KMX,"CarMax, Inc. ",,4.55,27.87,118.15,37.59,128.58,1571325,1.66,20.617,126.84,,35.66B,27.73,22.17,3.48,1.11,4.97,1.9,27.31,1.27,0.75191,35.90%,8.00%,3.11%,19.21%,19.88,,25.32,0.23664,1.46,2.6,15.5,375.46,0.57224,,,3.18,0.31%,100.47%,0.74969,5.18%,0.00%,3.78%,121.75,161.92M,7M,162.54M,4.05,4.87%,4.31%,"12800 Tuckahoe Creek Parkway,Richmond, VA 23238,United States",25000,1969,Mr. William D. Nash,3.44,"Pres, CEO & Director",1969,Mr. Enrique N. Mayor-Mora,0.7497,Sr. VP & CFO,1960,Mr. Edwin J. Hill,1.58,Exec. VP & COO,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 7; Compensation: 7.,Auto & Truck Dealerships,Consumer Cyclical,1,5,7,7,0,13,4,9,6/28/2010,1993,"Richmond, Virginia",Carmax Inc,Consumer Discretionary,Specialty Stores,27.30%
CCL,Carnival Corporation & plc ,,-13.21,,18.19,7.8,44.44,50431887,2.32,23.13,20.72,,42.37B,5.99,33.33,,2.92,1.14,7.57,-5.95,-2.68,-10.24,,-99.30%,-6.23%,-44.58%,5.59,4.23,18.91,9.51,8.52,1.22,28.39,138.12,-8.01,,,0.834,9.63%,43.71%,-6.3,-87.90%,,-182.98%,7.22,988.42M,70.1M,932.49M,2.03,10.30%,6.28%,"3655 NW 87th Avenue,Miami, FL 33178-2428,United States",70000,1950,Mr. Micky Meir Arison,1.1,Exec. Chairman,1955,Mr. Arnold W. Donald,4.04,"CEO, Pres & Director",1958,Mr. David  Bernstein,1.79,CFO & Chief Accounting Officer,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 1; Compensation: 9.,Travel Services,Consumer Cyclical,1,10,1,9,8,21,4,9,12/22/1998,1972,"Miami, Florida",Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",-52.00%
CARR,Carrier Global Corporation ,1.21,,,43.47,11.5,41.94,5565462,,32.335,37.2,0.48,41.18B,26.95,19.27,3.11,1.86,6.35,2.36,11.8,3.27,1.98,100.90%,2.10%,7.73%,19.09%,17.46,,,3.12,3.59,1.67,10.87,165.23,2.2,0.48,1.21%,5.11,0.04%,84.06%,1.69,16.82%,5.79%,11.35%,20.15,867.02M,10.23M,869.21M,1.87,1.32%,1.18%,"13995 Pasteur Boulevard,Palm Beach Gardens, FL 33418,United States",56000,1969,Mr. David L. Gitlin,2.55,"CEO, Pres & Director",1970,Mr. Christopher John Nelson,1.04,Pres of HVAC,1973,Mr. Jurgen  Timperman,1.06,Pres of Fire & Security,The pillar scores are Audit: 0; Board: 0; Shareholder Rights: 0; Compensation: 0.,Building Products & Equipment,Industrials,0,0,0,0,,,,,4/3/2020,2020 (1915),"Palm Beach Gardens, Florida",Carrier Global,Industrials,Building Products,210.67%
CTLT,"Catalent, Inc. ",,1.8,68.14,133.9,31.04,124.87,1236579,1.49,20.938,123,,22.88B,65.15,45.05,3.26,5.59,5.87,6.6,30,0.787,0.2915,94.30%,26.30%,4.48%,11.27%,3.46,,20.31,0.8331,4.89,2.46,3.06,80.21,-0.2561,,,0.9833,0.59%,100.28%,0.5181,14.88%,0.00%,9.98%,21.7,169.41M,2.09M,170.23M,2.18,1.61%,1.23%,"14 Schoolhouse Road,Somerset, NJ 08873,United States",14000,1964,Mr. John R. Chiminski,2.53,Chairman & CEO,1972,Mr. Alessandro  Maselli,2.09,Pres & COO,1972,Mr. Wetteny N. Joseph,0.9884,Sr. VP & CFO,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 5.,Drug Manufacturers—Specialty & Generic,Healthcare,1,10,10,5,,,,,9/21/2020,2007,"Somerset, New Jersey",Catalent,Health Care,Pharmaceuticals,111.25%
CAT,Caterpillar Inc. ,2.08,5.46,36.33,199.55,87.5,200.17,3126841,0.95,107.755,198.35,4.12,132.66B,35.35,24.69,1.5,2.54,6.84,3.18,19.11,7.02,3,-29.00%,-14.50%,3.66%,20.01%,41.75,2.86,28.16,8.82,16.2,1.53,37.16,241.66,1.97,4.12,2.08%,10.13,0.19%,69.59%,6.33,10.98%,75.46%,7.18%,76.73,543.33M,4.46M,543.26M,1.39,0.82%,0.82%,"510 Lake Cook Road,Suite 100,Deerfield, IL 60015,United States",,1958,Mr. D. James Umpleby III,4.2,Chairman & CEO,1963,Mr. Andrew R. J. Bonfield,2.03,Chief Financial Officer,1966,Ms. Denise C. Johnson,1.89,Group Pres of Resource Industries,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 4; Compensation: 5.,Farm & Heavy Construction Machinery,Industrials,1,7,4,5,11,39,9,20,3/4/1957,1925,"Deerfield, Illinois",Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,44.96%
CBOE,"Cboe Global Markets, Inc. ",1.91,4.55,19.32,100.67,72.01,126.17,764537,0.65,9.508,88,1.68,10.94B,21.55,17.48,,2.93,2.97,3.19,12.77,0.8645,0.467,1.20%,41.00%,7.68%,13.97%,3.43,1.24,28.09,0.3378,3.13,1.19,1.34,39.89,,1.68,1.91%,1.25,0.53%,84.61%,,20.84%,36.53%,13.66%,31.41,107.17M,2.55M,108.04M,2.87,2.98%,2.28%,"400 South LaSalle Street,Chicago, IL 60605,United States",,1963,Mr. Edward T. Tilly,3.88,"Chairman, Pres & CEO",1965,Mr. Brian Norman Schell,1.25,"Exec. VP, CFO & Treasurer",1978,Mr. Christopher Andrew Isaacson,2.28,Exec. VP & COO,The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 6; Compensation: 6.,Financial Data & Stock Exchanges,Financial Services,2,9,6,6,3,19,9,7,3/1/2017,1973,"Chicago, Illinois",Cboe Global Markets,Financials,Financial Exchanges & Data,-27.64%
CBRE,"CBRE Group, Inc. ",,3.19,22.07,64.86,29.17,70.67,1861625,1.5,23.599,70.35,,25.60B,21.36,19.84,3.38,0.96,3.48,1.07,15.59,1.64,1.08,-28.20%,-4.70%,4.55%,17.77%,24.04,,20,1.48,4.52,1.26,4.4,66.67,1.45,,,5.21,0.70%,97.95%,1.91,4.75%,0.00%,4.48%,71.74,324.65M,6.19M,335.46M,3.76,2.21%,1.84%,"400 South Hope Street,25th Floor,Los Angeles, CA 90071,United States",100000,1956,Mr. Robert E. Sulentic,3.42,"Pres, CEO & Director",1981,Ms. Leah C. Stearns,2.66,Chief Financial Officer,1956,Mr. William F. Concannon,1.95,Global Group Pres of Clients and Bus. Partner,The pillar scores are Audit: 5; Board: 1; Shareholder Rights: 3; Compensation: 3.,Real Estate Services,Real Estate,5,1,3,3,2,9,4,3,11/10/2006,1906,"Dallas, Texas",CBRE Group,Real Estate,Real Estate Services,12.40%
CDW,CDW Corporation ,1.02,5.45,28.79,171.25,73.39,157.1,903490,,22.436,156.91,1.6,25.94B,31.03,23.47,,1.27,18.17,1.4,22.42,1.64,0.7885,28.40%,9.20%,8.50%,69.86%,18.47,1.02,9.09,1.41,9.88,1.53,4.62,356.24,0.42449,1.6,1.02%,3.21,0.92%,94.39%,1.31,6.39%,29.98%,4.27%,129.51,141.2M,1.73M,142.99M,2.08,1.38%,1.21%,"75 Tri-State International,Lincolnshire, IL 60069,United States",9980,1965,Ms. Christine A. Leahy,2.68,"Pres, CEO & Director",1967,Mr. Collin B. Kebo,1.48,Sr. VP & CFO,1968,Ms. Christina M. Corley,1.58,Chief Commercial & Operating Officer,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 8; Compensation: 6.,Information Technology Services,Technology,1,2,8,6,4,11,4,3,9/23/2019,1984,"Lincolnshire, Illinois",CDW,Information Technology,Technology Distributors,15.22%
CE,Celanese Corporation ,2.08,16.75,7.79,140.9,52.7,140.09,908420,1.22,15.251,130.47,2.72,17.33B,7.56,13.07,3.67,2.67,4.22,3.06,7.27,1.05,2,3279.10%,11.10%,4.26%,59.00%,5.66,2,30.48,1.49,12.86,1.91,3.93,100.92,,2.72,2.08%,1.29,0.74%,102.09%,,12.29%,14.72%,35.10%,48.01,114.75M,1.32M,116.89M,1.46,1.29%,1.13%,"222 West Las Colinas Boulevard,Suite 900N,Irving, TX 75039,United States",7700,1963,Ms. Lori J. Ryerkerk,1.03,"Chairman, Pres & CEO",1977,Mr. Scott A. Richardson,0.87567,Exec. VP & CFO,1963,Ms. A. Lynne Puckett,1.06,Sr. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 7; Compensation: 3.,Chemicals,Basic Materials,1,1,7,3,15,30,7,8,12/24/2018,1918,"Irving, Texas",Celanese,Materials,Specialty Chemicals,23.18%
CNC,Centene Corporation ,,3.12,19.22,80.74,43.96,74.7,3909220,0.51,34.871,59.97,,39.34B,19.32,11.29,0.84,0.31,1.36,0.35,8.27,5.47,1.81,,46.40%,4.80%,9.28%,104.28,,44.32,12.38,21.29,1.08,16.78,64.63,7.26,,,18.02,1.82%,95.05%,5.5,4.04%,0.00%,1.73%,182.72,571.56M,8.48M,581.48M,2.21,1.66%,1.46%,"Centene Plaza,7700 Forsyth Boulevard,St. Louis, MO 63105,United States",71300,1943,Mr. Michael Frederic Neidorff,9.06,"Chairman, Pres & CEO",1976,"Mr. Jeffrey Alan Schwaneke CPA, CPA",3.52,"Exec. VP, CFO & Treasurer",1973,Ms. Brandy Lynn Burkhalter,2.72,Exec. VP & COO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 9; Compensation: 9.,Healthcare Plans,Healthcare,1,8,9,9,0,23,7,16,3/30/2016,1984,"St. Louis, Missouri",Centene Corporation,Health Care,Managed Health Care,-11.26%
CNP,"CenterPoint Energy, Inc. ",3.01,-1.88,,24.47,11.58,27.53,5081096,0.98,11.577,21.25,0.64,26.45B,12.8,15.22,13.41,0.92,1.97,2.18,26.96,2.84,-0.701,-55.20%,-2.20%,2.93%,-6.51%,12.12,4.21,10.89,1.06,1.96,0.73,13.35,159.1,-0.05188,0.64,3.01%,3.32,0.29%,98.01%,1.99,13.02%,,-6.73%,23.33,543.34M,16.8M,544.82M,4.06,3.47%,3.08%,"1111 Louisiana Street,Houston, TX 77002,United States",14262,1950,Mr. Milton  Carroll,0.7543,Exec. Chairman,1972,Mr. Scott Edward Doyle,0.83855,Exec. VP of Natural Gas,1954,Mr. David John Lesar CPA,,"Pres, CEO & Director",The pillar scores are Audit: 2; Board: 8; Shareholder Rights: 7; Compensation: 10.,Utilities—Regulated Gas,Utilities,2,8,7,10,18,36,6,12,7/31/1985,1882,"Houston, Texas",CenterPoint Energy,Utilities,Multi-Utilities,-21.05%
CERN,Cerner Corporation ,1.11,2.52,30.12,81.95,53.08,84.2,1517761,,23.27,75.9,0.88,23.55B,30.12,23.26,2.89,4.26,5.19,4.28,16.92,1.56,0.78009,-8.30%,-3.30%,7.52%,17.73%,5.51,,14.63,1.06,3.45,2.27,1.49,33.33,0.9258,0.88,1.11%,4.57,0.14%,87.24%,1.44,15.76%,30.16%,14.17%,17.95,305.82M,13.54M,306.59M,8.91,4.96%,4.42%,"2800 Rockcreek Parkway,North Kansas City, MO 64117-2551,United States",,1957,Mr. David Brent Shafer,2.32,Chairman & CEO,1972,Mr. Donald D. Trigg,1.36,Pres,1955,Mr. Marc G. Naughton,1.45,Exec. VP & CFO,The pillar scores are Audit: 2; Board: 5; Shareholder Rights: 8; Compensation: 3.,Health Information Services,Healthcare,2,5,8,3,0,20,7,13,4/30/2010,1979,"North Kansas City, Missouri",Cerner,Health Care,Health Care Technology,-2.38%
CF,"CF Industries Holdings, Inc. ",2.78,1.32,32.65,44.16,19.73,47,2680412,1.18,9.233,43.16,1.2,12.55B,31.11,25.91,2.44,2.2,3.13,3.08,8.29,1.54,0.285,,-18.40%,3.35%,7.30%,4.07,3.43,13.21,0.553,2.59,1.72,4.25,77.59,0.83912,1.2,2.78%,1.17,0.52%,94.08%,1.24,16.33%,90.23%,7.00%,18.89,212.37M,3.66M,213.92M,1.39,2.25%,1.71%,"4 Parkway North,Suite 400,Deerfield, IL 60015,United States",3000,1966,Mr. W. Anthony Will,3.9,"Pres, CEO & Director",1968,Mr. Christopher D. Bohn,1.36,Sr. VP & CFO,1959,Mr. Douglas C. Barnard,1.3,"Sr. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 3; Compensation: 8.,Agricultural Inputs,Basic Materials,1,1,3,8,19,33,5,9,8/27/2008,1946,"Deerfield, Illinois",CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,16.25%
SCHW,The Charles Schwab Corporation ,1.29,2.12,26.38,64.82,28,62.04,9362459,1.07,105.097,55.93,0.72,,26.27,20.88,28.58,6.84,4.02,,,,3.04,33.20%,60.20%,,12.43%,11.69,1.11,20.22,57.56,30.67,,9.27,29.58,,0.72,1.29%,11.34,7.11%,70.38%,,40.14%,33.96%,28.22%,8.18,1.66B,14.32M,1.8B,1.53,0.86%,0.76%,"211 Main Street,San Francisco, CA 94105,United States",32000,1961,Mr. Walter William Bettinger II,6.1,"Pres, CEO & Director",1969,Mr. Peter Brooks Crawford,1.42,Exec. VP & CFO,1963,"Mr. Joseph Raymond Martinetto B.A., M.B.A.",2.16,Sr. EVP & COO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 9; Compensation: 8.,Capital Markets,Financial Services,1,9,9,8,2,25,13,11,6/2/1997,1971,"Westlake, Texas",Charles Schwab Corporation,Financials,Investment Banking & Brokerage,24.52%
CHTR,"Charter Communications, Inc. ",,15.4,40.17,711.25,345.67,681.71,1168764,1.01,119.857,618.68,,201.65B,40.11,30.58,0.74,2.69,5.03,4.19,11.29,18.1,3.22,74.50%,7.30%,3.59%,10.64%,48.1,,122.88,0.998,5.15,0.4,84.16,277.93,5.06,,,21.2,31.95%,75.08%,14.56,17.46%,0.00%,6.70%,236.56,122.26M,8.23M,193.73M,6.82,7.90%,4.25%,"400 Atlantic Street,Stamford, CT 06901,United States",96100,1954,Mr. Thomas M. Rutledge,8.54,Chairman & CEO,1950,Mr. John  Bickham,4.85,Pres & COO,1976,Mr. Christopher L. Winfrey,2.47,Chief Financial Officer,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 6; Compensation: 7.,Entertainment,Communication Services,2,10,6,7,2,20,8,10,9/8/2016,1993,"Stamford, Connecticut",Charter Communications,Communication Services,Cable & Satellite,14.11%
CVX,Chevron Corporation ,5.58,-2.96,,103.44,51.6,112.6,10803338,1.33,177.139,92.02,5.16,166.23B,43.77,25,0.65,1.77,1.3,1.76,13.04,12.52,-5.54,,-28.10%,,-4.01%,94.47,4.35,70.57,6.89,3.69,,34.81,26.36,,5.16,5.58%,43.98,0.04%,62.86%,10.6,-7.39%,,-5.87%,50.52,1.87B,14.74M,1.93B,1.46,0.77%,0.77%,"6001 Bollinger Canyon Road,San Ramon, CA 94583-2324,United States",,1961,Mr. Michael K. Wirth,4.27,Chairman & CEO,1964,Mr. Pierre R. Breber,2.13,VP & CFO,1963,Mr. Mark A. Nelson,1.91,Exec. VP of Downstream & Chemicals,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 1; Compensation: 4.,Oil & Gas Integrated,Energy,1,9,1,4,18,40,10,12,3/4/1957,1879,"San Ramon, California",Chevron Corp.,Energy,Integrated Oil & Gas,-16.05%
CMG,"Chipotle Mexican Grill, Inc. ",,12.52,123.25,1643.65,415,1564.91,280945,1.31,43.429,1543.11,,45.68B,123.38,68.49,2.48,7.33,21.52,7.63,61.41,0.6068,0.35577,163.70%,11.60%,4.15%,19.21%,5.98,,72.14,0.9516,33.99,1.73,3.16,156.28,0.20929,,,2.07,1.15%,97.69%,0.66385,6.15%,0.00%,5.95%,214.37,27.62M,704.44k,28M,2.76,2.83%,2.52%,"610 Newport Center Drive,Suite 1300,Newport Beach, CA 92660,United States",88000,1974,Mr. Brian R. Niccol,7.64,Chairman & CEO,1957,Mr. John R. Hartung,3.56,Chief Financial Officer,1970,Mr. Curtis E. Garner III,1.87,Chief Technology Officer,The pillar scores are Audit: 2; Board: 2; Shareholder Rights: 4; Compensation: 5.,Restaurants,Consumer Cyclical,2,2,4,5,4,24,6,15,4/28/2011,1993,"Newport Beach, California",Chipotle Mexican Grill,Consumer Discretionary,Restaurants,64.70%
CB,Chubb Limited ,1.9,7.79,21.29,170.61,87.35,166.52,1723819,0.69,74.86,165.85,3.12,72.52B,21.12,14.18,1.59,2.07,1.25,2.01,,4.03,3.53,106.10%,13.00%,1.27%,6.16%,36.05,2.11,131.88,6.09,13.52,0.34,17.1,28.77,,3.12,1.90%,7.01,0.44%,91.51%,,10.38%,39.67%,9.80%,79.83,447.76M,2.94M,451.37M,2.16,0.66%,0.65%,"Baerengasse 32,Zurich 8001,Switzerland",31000,1955,Mr. Evan G. Greenberg,9.37,Chairman & CEO,1966,Mr. John Joseph Lupica,3.51,"Vice Chairman, Pres of North America Insurance Operations",1965,Mr. John W. Keogh,4.24,Pres & COO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 7; Compensation: 6.,Insurance—Property & Casualty,Financial Services,1,9,7,6,2,24,11,11,7/15/2010,1985,"Zurich, Switzerland",Chubb Limited,Financials,Property & Casualty Insurance,0.40%
CHD,"Church & Dwight Co., Inc. ",1.21,3.12,26.51,93.4,47.98,98.96,1514558,0.37,20.295,82.72,1.01,22.31B,26.56,27.17,3.22,4.27,6.73,4.56,18.3,1.22,0.7859,4.00%,13.20%,9.15%,27.63%,4.9,1.37,12.18,0.1831,0.74,0.8,2.16,71.64,0.84146,1.01,1.22%,2.21,0.19%,86.02%,0.9903,21.03%,30.77%,16.05%,19.84,247.29M,4.3M,245.35M,2.9,2.00%,1.75%,"Princeton South Corporate Center,500 Charles Ewing Boulevard,Ewing, NJ 08628,United States",,1956,Mr. Matthew Thomas Farrell,3.36,"Pres, CEO & Chairman",1980,Mr. Richard A. Dierker,1.44,CFO & Exec. VP,1960,"Mr. Patrick D. de Maynadier Esq., J.D.",0.97968,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 2; Board: 7; Shareholder Rights: 9; Compensation: 5.,Household & Personal Products,Consumer Defensive,2,7,9,5,7,23,7,8,12/29/2015,1847,"Ewing, New Jersey",Church & Dwight,Consumer Staples,Household Products,8.92%
CI,Cigna Corporation ,1.89,22.96,9.08,255.58,118.5,230.9,1986516,0.85,73.08,208.46,4,101.96B,14.26,9.87,0.92,0.48,1.48,0.65,,11.59,8.46,323.20%,9.20%,3.53%,17.73%,160.55,0.02,141.84,11.51,32.45,0.77,32.92,65.33,13.19,4,1.89%,24.36,1.51%,91.33%,10.35,5.47%,0.28%,5.27%,435.82,353.52M,4.52M,350.57M,2.51,1.28%,1.27%,"900 Cottage Grove Road,Bloomfield, CT 06002,United States",70000,1965,Mr. David Michael Cordani,5.33,"Pres, CEO & Director",1971,Ms. Nicole Susan Jones,1.74,Exec. VP & Gen. Counsel,1962,Mr. Matthew Glenn Manders,2.07,Pres of Gov. & Solutions,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 5; Compensation: 5.,Healthcare Plans,Healthcare,1,1,5,5,0,14,6,8,6/30/1976,1982,"Bloomfield, Connecticut",CIGNA Corp.,Health Care,Managed Health Care,-6.77%
CINF,Cincinnati Financial Corporation ,2.76,7.49,12.2,87.83,46.07,115.53,965791,0.62,14.701,91.37,2.52,14.38B,18.43,22.88,,2.08,1.47,1.91,,1.64,1.22,67.60%,25.20%,3.67%,11.77%,7.54,2.66,67.05,0.9,5.59,1.19,0.899,8.33,,2.52,2.76%,1.57,6.85%,67.57%,,20.61%,32.04%,16.14%,46.79,147.01M,6.47M,160.9M,7.41,4.98%,4.02%,"6200 South Gilmore Road,Fairfield, OH 45014-5141,United States",,1960,"Mr. Steven Justus Johnston C.F.A., FCAS, MAAA, CFA, CERA",3.5,"Chairman, Pres & CEO",1964,"Mr. Michael James Sewell CPA, CPA",2.12,"CFO, Principal Accounting Officer, Sr. VP & Treasurer",1960,"Mr. Martin Francis Hollenbeck C.P.C.U., CFA, C.F.A., CPCU",1.77,"Chief Investment Officer, Sr. VP, Assistant Sec. & Assistant Treasurer",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 8; Compensation: 3.,Insurance—Property & Casualty,Financial Services,1,9,8,3,2,26,15,9,12/18/1997,1950,"Fairfield, Ohio",Cincinnati Financial,Financials,Property & Casualty Insurance,-18.82%
CTAS,Cintas Corporation ,0.88,8.91,38.26,370.22,154.33,369.2,462333,1.5,35.822,341.06,3,38.23B,38.72,35.71,3.29,5.34,10.07,5.51,23.73,1.52,0.95656,15.70%,-4.70%,9.44%,28.76%,6.93,0.98,34.27,0.70317,6.7,2.06,2.84,78.91,1.06,3,0.88%,3.23,14.44%,66.67%,1.29,17.79%,39.39%,13.90%,66.5,89.7M,941.48k,105.03M,1.84,1.06%,0.90%,"6800 Cintas Boulevard,PO Box 625737,Cincinnati, OH 45262,United States",40000,1959,Mr. Scott D. Farmer,1.88,Chairman & CEO,1968,Mr. J. Michael Hansen,0.6982,CFO & Exec. VP,1968,Mr. Todd M. Schneider,0.80963,COO & Exec. VP,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 9; Compensation: 7.,Specialty Business Services,Industrials,2,10,9,7,5,25,7,12,3/1/2001,1929,"Mason, Ohio",Cintas Corporation,Industrials,Diversified Support Services,13.20%
CSCO,"Cisco Systems, Inc. ",2.97,2.39,19.91,51.29,32.4,50.28,21409933,,201.05,47.58,1.44,189.49B,19.64,15.5,3.2,4.28,5.37,3.95,12.69,14.63,10.13,-11.60%,-0.40%,8.71%,27.14%,48.03,3.03,9.26,30.59,7.24,1.61,14.55,37.2,12.03,1.44,2.97%,31.68,0.06%,74.11%,15.11,26.98%,57.89%,21.09%,11.36,4.22B,47.76M,4.23B,2.39,1.13%,1.13%,"170 West Tasman Drive,San Jose, CA 95134,United States",77500,1966,Mr. Charles H. Robbins,3.95,Chairman & CEO,1957,Ms. Geraldine T. Elliott,1.74,Exec. VP and Chief Sales & Marketing Officer,1958,Ms. Maria  Martinez,1.47,Exec. VP & Chief Customer Experience Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 1; Compensation: 3.,Communication Equipment,Technology,1,6,1,3,1,13,6,6,12/1/1993,1984,"San Jose, California",Cisco Systems,Information Technology,Communications Equipment,1.50%
